1267709673	20151012	201510	2015	2015.7726	VNM	VIETNAM	VNM								LAO	LAOS	LAO								1	051	051	05	1	3.4	2	1	2	11.4864864864865	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251009171500	https://en.vietnamplus.vn/vietnam-laos-strengthen-cooperation-across-multiple-fields-post330146.vnp
1267711183	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MED	MEDIA						MED			0	120	120	12	3	-4.0	4	1	4	-8.22942643391522	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251009171500	https://www.silive.com/politics/2025/10/heres-the-shocking-reason-trump-wants-these-2-democrats-in-prison.html
1267711184	20251009	202510	2025	2025.7644	USA	PORTLAND	USA								MED	MEDIA						MED			1	190	190	19	4	-10.0	10	1	10	-3.2258064516129	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	http://www.timberjay.com/stories/government-shutdown,23573
1267711185	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MIL	NATIONAL GUARD						MIL			0	013	013	01	1	0.4	4	2	4	-7.68532258899453	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.bbc.co.uk/news/articles/c1kw9exvejko
1267711186	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MIL	NATIONAL GUARD						MIL			1	072	072	07	2	8.3	2	1	2	-7.77310924369748	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251009171500	https://www.yahoo.com/news/articles/trumps-national-guard-us-cities-164003419.html
1267711187	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MIL	NATIONAL GUARD						MIL			1	120	120	12	3	-4.0	2	1	2	-2.41610738255034	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.newsweek.com/republican-ags-trump-national-guard-filings-10855040
1267711188	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MIL	NATIONAL GUARD						MIL			1	120	120	12	3	-4.0	2	1	2	-2.41610738255034	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251009171500	https://www.newsweek.com/republican-ags-trump-national-guard-filings-10855040
1267711189	20251009	202510	2025	2025.7644	USA	WASHINGTON	USA								NOR	NORWAY	NOR								0	036	036	03	1	4.0	2	1	2	5.7356608478803	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.irishtimes.com/world/europe/2025/10/09/donald-trumps-push-for-nobel-peace-prize-puts-norway-in-diplomatic-bind/
1267711190	20251009	202510	2025	2025.7644	USA	WASHINGTON	USA								NOR	NORWAY	NOR								0	036	036	03	1	4.0	8	1	8	5.7356608478803	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.irishtimes.com/world/europe/2025/10/09/donald-trumps-push-for-nobel-peace-prize-puts-norway-in-diplomatic-bind/
1267711191	20251009	202510	2025	2025.7644	USA	BOSTON	USA								OPP	PROTESTER						OPP			0	043	043	04	1	2.8	7	1	7	-3.22939866369711	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251009171500	https://huntnewsnu.com/88776/city/metro/pro-palestine-protest-takes-over-boston-common-on-war-anniversary-several-people-arrested-injured/
1267711192	20251009	202510	2025	2025.7644	USA	TEXAS	USA								OPP	DEMONSTRATOR						OPP			1	141	141	14	3	-6.5	2	1	2	-1.54241645244216	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://theweek.com/politics/trump-chicago-pritzker-johnson-national-guard-illinois
1267711193	20251009	202510	2025	2025.7644	USA	AMERICAN	USA								PER	PERU	PER								0	010	010	01	1	0.0	1	1	1	-4.41400304414003	1	United States	US	US		39.828175	-98.5795	US	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20251009171500	https://www.earthisland.org/journal/index.php/articles/entry/illegal-gold-mining-clears-140000-hectares-of-peruvian-amazon
1267711194	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								PER	PERU	PER								0	013	013	01	1	0.4	2	1	2	-4.41400304414003	5	Amazonas, Amazonas, Peru	PE	PE01	18585	-5	-78	-336692	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251009171500	https://www.earthisland.org/journal/index.php/articles/entry/illegal-gold-mining-clears-140000-hectares-of-peruvian-amazon
1267711195	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								PER	PERU	PER								0	013	013	01	1	0.4	4	1	4	-4.41400304414003	1	United States	US	US		39.828175	-98.5795	US	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20251009171500	https://www.earthisland.org/journal/index.php/articles/entry/illegal-gold-mining-clears-140000-hectares-of-peruvian-amazon
1267711196	20251009	202510	2025	2025.7644	USA	MONTANA	USA								PSEREB	HAMAS	PSE					REB			0	051	051	05	1	3.4	1	1	1	1.90641247833622	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711197	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								PSEREB	HAMAS	PSE					REB			0	051	051	05	1	3.4	1	1	1	1.90641247833622	1	Egypt	EG	EG		27	30	EG	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711198	20251009	202510	2025	2025.7644	USA	MONTANA	USA								PSEREB	HAMAS	PSE					REB			0	051	051	05	1	3.4	1	1	1	1.90641247833622	2	Montana, United States	US	USMT		46.9048	-110.326	MT	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711199	20251009	202510	2025	2025.7644	USA	MONTANA	USA								PSEREB	HAMAS	PSE					REB			0	051	051	05	1	3.4	2	1	2	1.90641247833622	2	Montana, United States	US	USMT		46.9048	-110.326	MT	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711200	20251009	202510	2025	2025.7644	USA	OHIO	USA								SAU	MEDINA	SAU								1	042	042	04	1	1.9	1	1	1	3.1275720164609	3	Black River, Ohio, United States	US	USOH	OH093	41.4728	-82.184	1066586	3	Medina County, Ohio, United States	US	USOH		41.1001	-81.8832	1074064	3	Medina County, Ohio, United States	US	USOH		41.1001	-81.8832	1074064	20251009171500	https://www.farmanddairy.com/news/roundup-of-ffa-news-for-oct-9-2025/890952.html
1267711201	20251009	202510	2025	2025.7644	USA	OHIO	USA								SAU	MEDINA	SAU								1	042	042	04	1	1.9	3	1	3	3.1275720164609	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Medina County, Ohio, United States	US	USOH		41.1001	-81.8832	1074064	3	Medina County, Ohio, United States	US	USOH		41.1001	-81.8832	1074064	20251009171500	https://www.farmanddairy.com/news/roundup-of-ffa-news-for-oct-9-2025/890952.html
1267711202	20251009	202510	2025	2025.7644	USA	NASHVILLE	USA								SLV	EL SALVADOR	SLV								1	1121	112	11	3	-2.0	12	3	12	-6.66666666666666	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20251009171500	https://wach.com/news/nation-world/kilmar-abrego-garcia-will-not-appear-in-nashville-for-hearing-on-human-smuggling-charges-maryland-tennessee
1267711203	20251009	202510	2025	2025.7644	USA	NASHVILLE	USA								SLV	EL SALVADOR	SLV								1	1121	112	11	3	-2.0	18	3	18	-6.66666666666666	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20251009171500	https://wach.com/news/nation-world/kilmar-abrego-garcia-will-not-appear-in-nashville-for-hearing-on-human-smuggling-charges-maryland-tennessee
1267711204	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								TKMBUS	TURKMENISTAN	TKM					BUS			1	043	043	04	1	2.8	2	1	2	3.16205533596838	3	Chennault International Airport, Louisiana, United States	US	USLA	LA019	30.2146	-93.149	1632820	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	20251009171500	https://www.occrp.org/en/scoop/gold-taps-and-towel-racks-how-a-plane-used-by-turkmenistans-ruling-family-got-a-royal-makeover
1267711205	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								TKMBUS	TURKMENISTAN	TKM					BUS			1	043	043	04	1	2.8	6	1	6	3.16205533596838	3	Chennault International Airport, Louisiana, United States	US	USLA	LA019	30.2146	-93.149	1632820	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	3	Chennault International Airport, Louisiana, United States	US	USLA		30.2146	-93.149	1632820	20251009171500	https://www.occrp.org/en/scoop/gold-taps-and-towel-racks-how-a-plane-used-by-turkmenistans-ruling-family-got-a-royal-makeover
1267711206	20251009	202510	2025	2025.7644	USA	VIRGINIA BEACH	USA								UAF	TERRORIST						UAF			1	051	051	05	1	3.4	10	1	10	-4.21286031042129	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20251009171500	https://cbn.com/news/us/we-stand-israel-regent-university-honors-victims-oct-7th
1267711207	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								UAF	GUNMAN						UAF			1	182	182	18	4	-9.5	4	1	4	-5.88662790697674	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251009171500	https://www.texasobserver.org/dallas-vigil-ice-shooting-victims-trump-deportations/
1267711208	20251009	202510	2025	2025.7644	USA	PENNSYLVANIA	USA								USACOP	UNITED STATES	USA					COP			1	193	193	19	4	-10.0	2	1	2	-5.58464223385689	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251009171500	https://www.wgal.com/article/pennsylvania-state-troopers-pack-amarose-shot-lamar-foy-dead-chase-franklin-county/68968478
1267711209	20251009	202510	2025	2025.7644	USA	DALLAS	USA								USACVL	UNITED STATES	USA					CVL			0	017	017	01	1	0.0	4	1	4	-5.88662790697674	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251009171500	https://www.texasobserver.org/dallas-vigil-ice-shooting-victims-trump-deportations/
1267711210	20251009	202510	2025	2025.7644	USA	DALLAS	USA								USACVL	UNITED STATES	USA					CVL			0	193	193	19	4	-10.0	2	1	2	-5.88662790697674	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251009171500	https://www.texasobserver.org/dallas-vigil-ice-shooting-victims-trump-deportations/
1267711211	20251009	202510	2025	2025.7644	USA	MINNESOTA	USA								USAEDU	MINNESOTA	USA					EDU			1	040	040	04	1	1.0	5	1	5	-1.63800163800164	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/deer-winter-and-wolves,23576
1267711212	20251009	202510	2025	2025.7644	USA	DALLAS	USA								USAGOV	UNITED STATES	USA					GOV			0	010	010	01	1	0.0	1	1	1	-3.89755011135858	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251009171500	https://www.dallasobserver.com/news/dallas-schools-unaware-of-investigation-into-charlie-kirk-posts-40603689/
1267711213	20251009	202510	2025	2025.7644	USA	ILLINOIS	USA								USAGOV	UNITED STATES	USA					GOV			0	010	010	01	1	0.0	2	1	2	-7.77310924369748	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251009171500	https://www.yahoo.com/news/articles/trumps-national-guard-us-cities-164003419.html
1267711214	20251009	202510	2025	2025.7644	USA	OREGON	USA								USAGOV	UNITED STATES	USA					GOV			0	013	013	01	1	0.4	2	2	2	-7.68532258899453	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251009171500	https://www.bbc.co.uk/news/articles/c1kw9exvejko
1267711215	20251009	202510	2025	2025.7644	USA	OREGON	USA								USAGOV	UNITED STATES	USA					GOV			0	013	013	01	1	0.4	2	2	2	-7.68532258899453	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251009171500	https://www.bbc.co.uk/news/articles/c1kw9exvejko
1267711216	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			1	020	020	02	1	3.0	2	1	2	8.59774820880247	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.newsweek.com/maga-trump-win-nobel-peace-prize-israel-hamas-10855209
1267711217	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			0	110	110	11	3	-2.0	8	4	8	-5.00777604976672	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	20251009171500	https://www.advocate-news.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711218	20251009	202510	2025	2025.7644	USA	TENNESSEE	USA								USAHLH	UNITED STATES	USA					HLH			0	042	042	04	1	1.9	2	2	2	-5.00777604976672	3	Unicoi County, Tennessee, United States	US	USTN	TN171	36.1168	-82.4332	1648582	3	Unicoi County, Tennessee, United States	US	USTN		36.1168	-82.4332	1648582	3	Unicoi County, Tennessee, United States	US	USTN		36.1168	-82.4332	1648582	20251009171500	https://www.baltimoresun.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711219	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								USAHLH	UNITED STATES	USA					HLH			0	042	042	04	1	1.9	6	2	6	-5.00777604976672	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Unicoi County, Tennessee, United States	US	USTN		36.1168	-82.4332	1648582	3	Unicoi County, Tennessee, United States	US	USTN		36.1168	-82.4332	1648582	20251009171500	https://www.baltimoresun.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711220	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								USALAB	UNITED STATES	USA					LAB			0	042	042	04	1	1.9	2	1	2	2.18446601941747	3	Los Angeles County, California, United States	US	USCA	CA037	34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20251009171500	https://www.institutionalinvestor.com/article/calpers-appoints-new-public-markets-deputy-cio
1267711221	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								USALAB	UNITED STATES	USA					LAB			0	042	042	04	1	1.9	2	1	2	2.18446601941747	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251009171500	https://www.institutionalinvestor.com/article/calpers-appoints-new-public-markets-deputy-cio
1267711222	20251009	202510	2025	2025.7644	USA	TEXAS	USA								USAMIL	UNITED STATES	USA					MIL			0	072	072	07	2	8.3	2	1	2	-7.59753593429158	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.bbc.co.uk/news/articles/c1kw9exvejko
1267711223	20251009	202510	2025	2025.7644	USA	TEXAS	USA								USAMIL	UNITED STATES	USA					MIL			0	072	072	07	2	8.3	4	2	4	-7.68532258899453	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251009171500	https://www.bbc.co.uk/news/articles/c1kw9exvejko
1267711224	20251009	202510	2025	2025.7644	USA	NORTH DAKOTA	USA								USAOPP	NORTH DAKOTA	USA					OPP			1	112	112	11	3	-2.0	3	1	3	-4.52127659574468	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251009171500	https://www.kvor.com/2025/10/09/blm-activist-in-fargo-pleads-guilty-to-misuse-of-funds/
1267711225	20251009	202510	2025	2025.7644	USA	SAN FRANCISCO	USA								USAPTY	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-0.10111223458039	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251009171500	https://www.sfexaminer.com/news/politics/democrats-california-prop-50-push-doesnt-end-in-november/article_24e4076e-8199-4d8d-8294-5478917c3dad.html
